,name,type,ingredient,abv,volume,description,imageURL
27,동짓달 기나긴 밤,"양주, 청주","찹쌀, 맵쌀, 복분자, 전통누룩, 정제수",16%,500ml,쌀과 복분자를 원료로 하여 빚은 전통방식의 약주이다. 복분자 고유의 풍미를 그대로 느낄 수 있으며 레드와인을 연상시키는 고운 색이 특징이다. 전체적으로 드라이한 맛에 신맛과 단맛을 살짝 느낄 수 있다.,https://thesool.com/common/imageView.do?targetId=PR00000291&targetNm=PRODUCT
28,동학 1957,"양주, 청주","국내산 쌀, 구연산, 효모, 젖산, 정제효소제, 국, 주정, 정제수",13%,"375ml,700ml","""동학1957""은 물맑은 충주에 자리잡은 고헌정영농조합법인에서 만든 청주이다. 2014년부터 호주 등 해외로 수출하고 있으며 2018년에는 평창 동계올림픽 공식 판매주로 선정되어 세계인의 입맛을 사로잡았다. 품질 좋은 국내산 쌀로 빚어 저온 냉동여과하여 숙성한 제품으로 쌀의 풍미가 한층 살아 있는 술이다.",https://thesool.com/common/imageView.do?targetId=PR00000275&targetNm=PRODUCT
29,라이스퐁당,"양주, 청주","정제수, 찹쌀, 누룩, 삼지구엽초, 감초",13%,500ml,"부산 찹쌀과 누룩, 정제수를 사용해 찹쌀 이양주로 빚은 약주이다. 삼지구엽초와 감초 등 한약재를 우린 물로 빚어 풍미를 더했다. 전통방식의 저온발효로 찹쌀을 발효해 감칠맛을 느낄 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000287&targetNm=PRODUCT
30,마주 소곡주,"양주, 청주","국내산 찹쌀, 국내산 백미, 모싯잎, 우리밀 누룩, 정제수, 효모",16%,500ml,"""마주 소곡주""는 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 ""앉은뱅이술""이라는 별칭도 가지고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000274&targetNm=PRODUCT
31,만품 산삼가득,"양주, 청주","국내산쌀(경기미), 국내 산양산삼",13%,350ml,"경기도 농업기술원과 대농바이오영농조합법인(우리산삼)이 공동 개발한 술로 그윽한 산삼의 향기와 산양산삼을 곱게 갈아 빚은 맛이 입안에 오랫동안 남는 깔끔한 맛의 약주로 산양산삼조사포닌성분이 1,000mg 함유되어 있어 건강에도 도움이 되는 건강주이다. 대농바이오는 경기도농업기술원의 ‘마이크로웨이브를 이용한 사포닌함량이 증강된 산양산삼의 제조방법’ 기술을 이전받아 사포닌성분을 증대시켜 막걸리, 약주, 리큐르 등의 산삼 건강주 생산에 주력하고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000348&targetNm=PRODUCT
32,맑은 문희주,"양주, 청주","국내산 유기농찹쌀, 국내산 멥쌀, 전통누룩, 정제수",13%,750ml,"맑은술 문희주는 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품이다. 프리미엄 전통주 &amp;amp;quot;문희&amp;amp;quot;는 재료를 세 번 덧담금 하는 전통 삼양주 기법으로 90일에서 100일간을 숙성시켜 빚고 있는데, 인공 감미료를 전혀 쓰지 않고 유기농 햇 찹쌀과 전통누룩 그리고 천연 암반수로만 빚어 숙취가 없고 풍미가 상당히 뛰어나다.",https://thesool.com/common/imageView.do?targetId=PR00000273&targetNm=PRODUCT
33,맑은내일 우포,"양주, 청주","국내산 쌀, 옥수수전분, 효모, 누룩, 양파, 정제수",12%,"325ml,500ml","맑은내일 우포는 쌀과 밀누룩을 사용해 만든 약주에 창녕의 특산물 양파를 넣어 완성한 맑고 깔끔한 맛이 매력적인 약주이다. 양파를 원료로 완성해 말간 색을 띠고 있다. 2008년 환경올림픽이라 불리는 람사르총회 공식 건배주로 선정되었다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다.",https://thesool.com/common/imageView.do?targetId=PR00000272&targetNm=PRODUCT
34,맑은내일 운암1945,"양주, 청주","정제수, 쌀, 누룩, 효소제",12%,750ml,"우리 전통주를 화이트 와인처럼 특별하게, 맑은내일의 새로운 도전 운암1945입니다. “현대의 다양한 식문화와 가장 잘 어울리는 우리 술을 만들어보자”라는 고민으로 출발하였습니다. 우리 쌀, 물, 누룩 그리고 정성과 기다림의 시간이 더해진 저온 발효와 저온 숙성법으로 오랜 시간 숙성기간을 두어 풍미를 극대화 하였습니다. 특히 위 과정에서 생성된 산뜻한 산미와 신선한 아로마는 전통주 특유의 누룩향을 완전히 잊게 합니다. 운암1945 이름의 유래를 소개해드리겠습니다. 1945년부터 시작된 역사와 전통을 담은 운암1945는 운암서원에서부터 시작되었습니다. 운암서원은 창원의 유일한 사액 서원으로 창원의 산업화로 운암서원은 모두 수용되었고, 맑은내일 2대 대표님(회장님)을 주축으로 운암서원을 복원하여 2000년대 초 창원시에 기증한 서원입니다. 1945년부터 시작된 맑은내일의 전통과 운암서원을 알리기 위해 만들어진 운암1945는 76년의 역사와 기록이 담긴 우리 술 입니다. 칠링온도는 산미의 밸러스가 좋아 향미를 더할 수 있는 7~8°C를 추천합니다. 곽태경 와인소믈리에는 (프랑스 10대 와인바 헤드 소믈리에 출신 / 남서프랑스 와인리스트 대회 1등) “ 알코올 도수가 12도로 높지만 산도, 당도, 바디감의 밸런스가 아주 좋아 섬세하고 우아한 느낌입니다. 전통주의 단점 중 하나인 밸런스가 아주 잘 잡혀있습니다. 옅은 골드빛 색상의 운암1945는 화이트와인과 비교해도 손색없이 치즈와도 잘 어울리는 전통주입니다.” 라고 평가하였습니다. 운암1945는 맑은내일만의 특별한 제조 기술, 스마트팩토리를 통하여 온도, 습도를 포함하여 맛에 영향을 줄 수 있는 모든 시스템을 전산화하여 관리하는 체계적인 관리를 통해 제조하고 있습니다.",https://thesool.com/common/imageView.do?targetId=PR00000704&targetNm=PRODUCT
35,맑은내일 유자,"양주, 청주","정제수, 쌀, 입국[쌀], 주정, 유자과즙, 기타과당, 누룩[밀], 효모, 아밀라아제",7%,735ml,"새콤달콤한 유자의 향미를 담은 전통주 맑은내일 유자는 해풍을 맞고 자란 황금빛 거제도 유자와 국내산 쌀로 빚어 만든 프리미엄 약주입니다. 합성 착향료나 인공첨가물을 넣지 않고 최적의 비율로 배합하여 상큼한 유자의 맛과 독특한 향미를 극대화하였고 가벼운 바디감과 부드러운 목넘김이 특징입니다. 입안 전체에 은은하게 퍼지는 유자의 맛과 향이 매력적인 술, 맑은내일 유자입니다.",https://thesool.com/common/imageView.do?targetId=PR00000826&targetNm=PRODUCT
36,맑은바당,"양주, 청주","쌀(국내산), 국(밀누룩)",15%,375ml,제주 쌀과 전통 누룩으로 손수 술을 빚어 5개월이 넘는 숙성 기간을 거쳐 만들어진 술도가의 대표 술이다. 단 맛이 강한 일반 약주와 달리 은은한 향과 산미가 느껴진다.,https://thesool.com/common/imageView.do?targetId=PR00000293&targetNm=PRODUCT
37,맑은술 해밀,"양주, 청주","쌀, 누룩, 정제수",15%,500ml,"""맑은술 해밀""은 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다.",https://thesool.com/common/imageView.do?targetId=PR00000271&targetNm=PRODUCT
38,매실향기 담은 술,"양주, 청주","국내산 쌀, 효모, 조효소재, 물엿, 아스파탐, 정제수",14%,500ml,"""매실향기 담은 술""은 충북 청주시에 위치한 양조장 명세주가에서 국내산 쌀로 정성껏 빚어 발효시킨 동동주에 매실을 발효시켜 만든 효소액을 첨가하여 은은한 매실향이 매력적인 약주이다. 명세주가는 경영주가 청원생명쌀의 고장인 청원군 가덕면 한계리에서 농약을 사용하지 않고 우렁이 농법으로 친환경 재배한 지역 쌀을 원료로 막걸리, 약주, 증류주 등 다양한 제품을 생산하고 있다. 좋은 술을 만들기 위해서는 원재료비가 비싸더라도 좋은 재료를 사용해야 한다는 경영철학으로 맛과 품질에서 당당히 소비자에게 내놓을 수 있는 술을 빚고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000270&targetNm=PRODUCT
39,매화깊은밤,"양주, 청주","쌀(국산), 매실(국산), 누룩(국산)밀〮함유, 정제효소제, 효모, 설탕, 조제종국, 정제수",8%,375ml,국산 쌀과 국산 매실로 빚은 과실약주이다. 백제명가주조가 새롭게 선보이는 &#039;밤&#039; 시리즈의 첫번째 술이다. 한겨울의 매서운 추위를 이겨내고 고고하게 피어난 매화를 담아 100일의 기다림 끝에 태어난 명주이다.,https://thesool.com/common/imageView.do?targetId=PR00000728&targetNm=PRODUCT
40,면천두견주 700,"양주, 청주","국내산 찹쌀, 누룩, 진달래꽃",18%,700ml,국가무형문화재 86-2호 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.,https://thesool.com/common/imageView.do?targetId=PR00000268&targetNm=PRODUCT
41,명인 홍삼주,"양주, 청주","쌀, 홍삼, 누룩, 정제수 등",12.5%,375ml,"명인 홍삼주는 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000266&targetNm=PRODUCT
42,모든날에,"양주, 청주","정제수48.8%, 찹쌀(국내산, 39%), 멥쌀(국내산, 7.8%), 밀누룩4.4%",15%,500ml,한계령 맑은물과 설악산아래 양양쌀로 빚은 정통삼양주로 자연의 맛과향의 무첨가 순곡주이다.,https://thesool.com/common/imageView.do?targetId=PR00000261&targetNm=PRODUCT
43,모월 연,"양주, 청주","국내산 쌀, 밀누룩(국산)",13%,500ml,모월 연은 100일 이상의 발효와 숙성을 거친 이양주로 첨가물 없이 원주에서 직접 재배한 청정쌀과 강원도의 물로 빚었다. 달지 않고 상큼한 맛에 곡물의 향이 은은하게 느껴지며 깔끔한 맛이 특징이다.,https://thesool.com/common/imageView.do?targetId=PR00000301&targetNm=PRODUCT
44,모월 청,"양주, 청주","쌀(국내산), 누룩, 정제수",16%,500ml,,https://thesool.com/common/imageView.do?targetId=PR00000265&targetNm=PRODUCT
45,모을동주 약주,"양주, 청주","쌀(국내산), 조제종국 효모, 정제효소, 정제수",13%,375ml,"모을동주 약주는 철원군농민회가 주축이되어 설립한 대작영농조합에서 생산한 철원 오대쌀 100%로 빚은 술이다. 찰지고 맛 좋기로 유명한 철원 오대쌀, 그러나 식생활의 변화로 쌀 소비는 줄어들고 귀한 쌀이 팔리지 않는 현실을 극복하고자 농민들이 의기투합하여 철원 오대쌀을 활용하여 부가가치 있는 술을 빚어 판매하기로 한다. 그 두번째 술인 모을동주 약주, 소주 제품이 출시된 후 강원도를 대표하는 또 하나의 술로 자리매김하고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000262&targetNm=PRODUCT
46,미인약주,"양주, 청주","찹쌀, 누룩, 정제수",15%,500ml,"""미인약주""는 국내산 찹쌀과 우리밀누룩으로 빚고 일체의 인공첨가물이 들어가지 않은 프리미엄 약주이다. 술이 품고 있는 각각의 맛이 튀지 않고 잘 어우러진 가운데 부드러운 산미가 개정을 드러내고 있는 술이다. 파주 민통선 내에서 직접 재배한 인삼을 활용하여 찐쌀의 풍미를 잡아 미인약주만의 독특한 맛을 만들어내고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000317&targetNm=PRODUCT
47,민들레대포,"양주, 청주","쌀, 누룩, 민들레",13%,330ml,"민들레대포는 자연의 민들레와 생쌀로 빚은 부드러운 약주이다. 대포는 술 또는 술잔을 의미한다. 역사적으로 ‘크게 나누다’는 의미로 세종 때부터 사용되어 왔다고 하며 근대에는 약주, 소주, 막걸리 등 모든 주종을 통칭해 대포라 불렀다. 자연의 민들레꽃과 생쌀발효법으로 빚어 부드럽고 맛있는 술로 다음날 숙취가 거의 없다. 민들레는 포공초라 불리는데 그 성질이 치우침이 없고 맛은 달며 독이 없다고 전해져 예로부터 집에서 직접 빚는 술의 재료로 많이 쓰여 왔다. 민들레대포는 추억의 대포를 떠올리는 어르신들께는 포근함과 편안함으로, 젊은 세대에게는 신선하고 산뜻한 느낌으로 다가가 남녀노소 누구나 찾을 수 있는 제 3의 대중주로 자리매김하고자 하고 있다.",https://thesool.com/common/imageView.do?targetId=PR00000349&targetNm=PRODUCT
48,밤꽃향기,"양주, 청주","국내산 쌀, 밤, 누룩, 정제수",13.5%,375ml,"""밤꽃향기""는 공주밤과 공주쌀을 저온발효하여 숙성한 후 여과한 맑은술 약주이다. 마개를 여신 후 술에서 풍기는 진한 밤 향기에 한번 놀라고 부드러운 목 넘김에 두 번 놀라고 입안 가득 밤향의 잔향으로 세번 놀라는 고급 웰빙주이다.",https://thesool.com/common/imageView.do?targetId=PR00000320&targetNm=PRODUCT
